BEST MATCH CPE MATCH , PRODUCT NAME WEIGHT , VERSION WEIGHT, LEAF DISTANCE , SUB LEAF DISTANCE,NMAP MATCH,BANNER, BANNER HASH,CPE HASH,SIM
cpe:/a:openbsd:openssh:5.5:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.5p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.5p1 debian-6+squeeze2
\x00\x00\x03\x0c
\x14\x86\xde\xe1\xfb\x0fc\xec\x1a\x9b\x92\xba\x94\xc6\xe1n \x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKP+:aKm,0
cpe:/a:openbsd:openssh:4.7,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.7p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_4.7p1 debian-8ubuntu1
\x00\x00\x03\x0c
\x14\xd2\x14\x05b\xf3u7l\xa2\xd9<\xae\xf1#f\x1f\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKXPk:aKXM,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.46,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.46/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.46
\x00\x00\x00\xa4\x08\x14\xf3\x9an\xe3\xf0\x1f\xa6?)\xf0\xf9?j\xcc\xddv\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00<pu\x8b\xb0\x07.\xca",3:9:9,3:cH9Wo8XbQLk:cdWx1,0
cpe:/a:openbsd:openssh:5.6:p1,95.9998917462,1000,9999999,182,cpe:/a:openbsd:openssh:5.6/," ssh-2.0-openssh_5.6
\x00\x00\x03\x0c
\x14\xf9\xe2\xa9s\xa2\xa8\x8ct.\xef\xf5\xf9o\xd0\xc1\xb0\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKMVU:aKM+,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.46,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.46/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.46
\x00\x00\x00\xa4\x08\x14\xb2a\xe7+\x9f\x08
\xe8\xf4\xaa\xf9\xa6\x19\x06a\xbe\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00..\xa1n\xcf\x03d\xb6",3:9:9,3:cH9Wo8XbQLk:cdWx1,0
cpe:/a:openbsd:openssh:5.4:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.4p1_hpn13v11/%20cpe:/o:freebsd:freebsd/a," ssh-2.0-openssh_5.4p1_hpn13v11 freebsd-20100308
\x00\x00\x03\x0c
\x14\x9c\xa5\xd2\xd2\x1f\xd4\xa7\xe7\xa8\x8bgu`\xb7\xb0\xe4\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKO+:aKO+,0
cpe:/o:juniper:netscreen_screenos:2.0.0,75.9999680159,1000,1,9999999,cpe:/o:juniper:netscreen_screenos/," ssh-2.0-netscreen
\x00\x00\x00\x94
\x14\xb1!v=\x17\xae>\x80\xcc\xcf\xa9\xcb\xa8\xb3\xdb.\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x00\x083des-cbc\x00\x00\x00\x083des-cbc\x00\x00\x00	hmac-sha1\x00\x00\x00	hmac-sha1\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:pcGQsXLhgBADKk:pcGnNgkl,0
cpe:/a:openbsd:openssh:3.8.1,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:3.8.1p1/," ssh-1.99-openssh_3.8.1p1
\x00\x00\x02\\x07\x14l\xd0\xe4n\x85\x08.\xcbe=\xd5\x17~4\xcfv\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00	none,zlib\x00\x00\x00	none,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:aK63Lk:aKp,0
cpe:/a:skalinks:exchange_script:1.5,76.5001608257,1000,9999999,9999999,cpe:/o:huawei:dopra_linux/," ssh-1.99-dopra-1.5
\x00\x00\x01<\x0b\x14\x84\k~\xd1""\x1a\xa0\xc88r\xad~\xa8\xd7z\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:4P2A6WAIsKDKk:4P2JIsC,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x148q{b:\xdb\xc5d:\xec\xdcz \x1a\xbe\xd0\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.51,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.51/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.51
\x00\x00\x01d
\x14\xb5\x8c|\xed\xack\x1d[5va\x07""\xb0	w\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00uaes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00	zlib,none\x00\x00\x00	zlib,none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xdaj\x05\xa8\xe5\x15\x8b\x86\x9a\x97",3:9:9,3:cH9Wo8X3MLk:cdWxF,0
cpe:/a:mcafee:data_exchange_layer:2.0.0.430.1,66.1196611027,0,9999999,9999999,cpe:/o:linux:linux_kernel/a%20cpe:/o:mikrotik:routeros/," ssh-2.0-rosssh
\x00\x00\x01d\x08\x14\xe4b\xf2?\xd9y4.6\xe61\x1f\xab\xc8?\xa2\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x006aes192-cbc,aes128-cbc,aes256-cbc,blowfish-cbc,3des-cbc\x00\x00\x006aes192-cbc,aes128-cbc,aes256-cbc,blowfish-cbc,3des-cbc\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x12hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00n\xac\x17.\xa92\xc5\x04",3:9:9,3:LkiCA6JKrDS7AQLk:QiChKuM,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:canonical:ubuntu_linux/%20cpe:/o:linux:linux_kernel/cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.3p1 debian-3ubuntu7
\x00\x00\x03\x0c
\x14yf\x18\xafun\xcd\x9f\xee\xdb\x0f\xa6\xbd?k\xe5\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKJ+:aKw,0
cpe:/a:openbsd:openssh:6.1:p1,95.9998917462,1000,9999999,242,cpe:/a:openbsd:openssh:6.1/," ssh-2.0-openssh_6.1
\x00\x00\x03\x84\x07\x14|\xe5\xb4f\xda\x18\xc5\xa6\xcd\xd2\x1e~mx\xbe\xff\x00\x00\x00\xb7ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x85hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x85hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x1anone,zlib@openssh.com,zlib\x00\x00\x00\x1anone,zlib@openssh.com,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK0VU:aK1,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\xc4
\x14\x11\xe9\x1a\x0f\xdbq^\x96\xc0xv\xf2}\xcbn\xfd\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x1azlib,zlib@openssh.com,none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00.tzr0\xe0\x95\xc5\x05p",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:openbsd:openssh:3.9,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:3.9p1/," ssh-1.99-openssh_3.9p1
\x00\x00\x02|\x0b\x14s\xd3\xb8\xd5v\xac\xda\x85\xb5u\xab\xb7\x8c*\x93\x83\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00	none,zlib\x00\x00\x00	none,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:aK4xk:aK4W,0
cpe:/a:openbsd:openssh:4.7,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.7/," ssh-2.0-openssh_4.7
\x00\x00\x03\x0c
\x14\xa6\x7f3\xd4\xe4\x0f\xe2\xf2\xfe=8\xa4\xea)q\xe4\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKXPk:aKXM,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x14n\xa9\xeec\xdd\xe8\xca\x1f\xcem]\x88\x03)\x1f\xf3\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:openbsd:openssh:5.2:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.2p1/%20cpe:/o:freebsd:freebsd/a," ssh-2.0-openssh_5.2p1 freebsd-20090522
\x00\x00\x03\x0c
\x14\xf4\x1f\x9f\xb3\xf1swi,\xe8\xaa\x1c\xfd6u\xf3\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKIVU:aKI+,0
cpe:/a:openbsd:openssh:5.5:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.5p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.5p1 debian-6+squeeze2
\x00\x00\x03\x0c
\x14\xc7\xdb<u\xf6\x1c\x06o\x7f\xe0\xdf	\xc0\x88\xfa\xb1\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKP+:aKm,0
